Chromosome	Start	End	GeneID	Gene_type	Strand
11	75260127	75261025	ENSG00000254429	lncRNA	1
17	41476710	41481151	ENSG00000197079	protein_coding	-1
11	75260129	75262466	ENSG00000279117	TEC	-1
11	75264289	75265170	ENSG00000254963	lncRNA	1
1	66924895	66988619	ENSG00000198160	protein_coding	1
3	125848223	125909372	ENSG00000241278	transcribed_unprocessed_pseudogene	1
11	75422394	75433203	ENSG00000149243	protein_coding	-1
14	59969116	60091783	ENSG00000258553	lncRNA	-1
17	2720801	2749652	ENSG00000277200	protein_coding	-1
3	125907765	125916360	ENSG00000248787	lncRNA	-1
14	36180939	36181654	ENSG00000289098	lncRNA	1
7	134284500	134286055	ENSG00000231098	lncRNA	1
14	36213200	36235608	ENSG00000258844	lncRNA	1
17	74203582	74210655	ENSG00000172809	protein_coding	1
7	134289332	134316930	ENSG00000205060	protein_coding	-1
3	125958556	125958817	ENSG00000241439	processed_pseudogene	1
14	36231555	36231774	ENSG00000252312	misc_RNA	-1
14	36130677	36217284	ENSG00000259104	lncRNA	-1
3	125969160	125983454	ENSG00000114547	protein_coding	1
14	100143957	100159645	ENSG00000168350	protein_coding	-1
14	103121282	103121644	ENSG00000289917	lncRNA	-1
14	103333544	103345025	ENSG00000100664	protein_coding	1
9	39814025	40106661	ENSG00000291181	lncRNA	-1
19	36008638	36014235	ENSG00000248101	lncRNA	-1
9	13738537	13739620	ENSG00000288556	transcribed_processed_pseudogene	-1
9	13738570	13744191	ENSG00000293055	lncRNA	-1
9	60929927	60930407	ENSG00000274516	transcribed_processed_pseudogene	1
9	60929774	60936746	ENSG00000293072	lncRNA	1
11	125955796	126063335	ENSG00000064309	protein_coding	-1
9	62843919	62844170	ENSG00000184523	transcribed_processed_pseudogene	1
9	62838824	62844276	ENSG00000293074	lncRNA	1
9	61205561	61206029	ENSG00000274583	transcribed_processed_pseudogene	1
19	42086110	42196585	ENSG00000028277	protein_coding	-1
9	61205258	61212373	ENSG00000293075	lncRNA	1
9	62860873	62862007	ENSG00000227582	transcribed_processed_pseudogene	-1
7	134346071	134350791	ENSG00000229177	lncRNA	-1
9	62861382	62864957	ENSG00000293082	lncRNA	-1
7	25831335	25831909	ENSG00000286725	lncRNA	-1
9	60927098	60927491	ENSG00000275628	transcribed_processed_pseudogene	-1
7	25949919	25949986	ENSG00000199085	miRNA	-1
9	60918581	60927822	ENSG00000293090	lncRNA	-1
6	169790037	169802873	ENSG00000231690	lncRNA	1
9	137776539	137789235	ENSG00000293104	lncRNA	-1
6	81844602	82169391	ENSG00000226453	lncRNA	-1
9	477856	478349	ENSG00000235330	transcribed_processed_pseudogene	1
9	477750	478423	ENSG00000293144	lncRNA	1
7	26171151	26201529	ENSG00000122566	protein_coding	-1
9	39368377	39368701	ENSG00000277024	transcribed_processed_pseudogene	-1
16	27643199	27644663	ENSG00000261736	lncRNA	1
16	27678940	27718806	ENSG00000261329	lncRNA	-1
9	39359890	39369105	ENSG00000293163	lncRNA	-1
9	96725890	96727243	ENSG00000233820	transcribed_processed_pseudogene	1
9	96726730	96727469	ENSG00000293181	lncRNA	1
6	170166228	170262733	ENSG00000230960	lncRNA	-1
9	33675437	33676651	ENSG00000237984	transcribed_processed_pseudogene	-1
9	33673504	33677499	ENSG00000293199	lncRNA	-1
16	27687182	27687522	ENSG00000273553	lncRNA	1
17	74209980	74213342	ENSG00000246731	lncRNA	-1
16	27722284	27722392	ENSG00000201371	misc_RNA	-1
9	97076246	97077601	ENSG00000228376	transcribed_processed_pseudogene	-1
16	27863251	27863356	ENSG00000212382	snRNA	1
9	97075671	97081945	ENSG00000293209	lncRNA	-1
16	27998295	27998401	ENSG00000207266	snRNA	-1
16	1984193	1987749	ENSG00000127554	protein_coding	1
9	19460926	19461304	ENSG00000231909	transcribed_processed_pseudogene	-1
6	8435568	9294133	ENSG00000285219	lncRNA	1
9	19461160	19464524	ENSG00000293266	lncRNA	-1
9	65222880	65223260	ENSG00000236252	transcribed_processed_pseudogene	-1
17	74213571	74262020	ENSG00000141540	protein_coding	1
9	65219987	65230861	ENSG00000293277	lncRNA	-1
3	126056923	126058228	ENSG00000248607	lncRNA	1
5	147886086	147886878	ENSG00000248362	lncRNA	-1
3	121356991	121357940	ENSG00000242103	processed_pseudogene	1
3	121394772	121431198	ENSG00000287022	lncRNA	-1
5	142732704	142737461	ENSG00000287203	lncRNA	-1
9	66026528	66027719	ENSG00000275026	transcribed_processed_pseudogene	-1
5	158464465	158464678	ENSG00000272085	lncRNA	1
3	121431431	121545988	ENSG00000051341	protein_coding	-1
9	66022661	66026675	ENSG00000293304	lncRNA	-1
5	9498401	9498775	ENSG00000279698	TEC	-1
5	41869927	41872241	ENSG00000248668	lncRNA	1
9	42974855	42976043	ENSG00000276128	transcribed_processed_pseudogene	1
9	42975002	43045120	ENSG00000293321	lncRNA	1
5	97840912	97923497	ENSG00000248202	lncRNA	1
16	47299447	47317814	ENSG00000261369	lncRNA	1
9	104275298	104277399	ENSG00000242111	transcribed_unitary_pseudogene	1
9	104270228	104286955	ENSG00000293400	lncRNA	1
16	47313027	47313121	ENSG00000222767	misc_RNA	-1
16	47450347	47450461	ENSG00000288601	rRNA_pseudogene	-1
16	47505432	47505543	ENSG00000222268	rRNA_pseudogene	1
16	47529190	47529916	ENSG00000262038	lncRNA	1
5	132673986	132682678	ENSG00000113520	protein_coding	1
9	94148002	94157214	ENSG00000286203	transcribed_unitary_pseudogene	1
16	47561307	47562480	ENSG00000259866	processed_pseudogene	-1
9	120847294	120851339	ENSG00000226752	transcribed_unitary_pseudogene	1
16	47565090	47566884	ENSG00000261336	processed_pseudogene	-1
16	47598654	47598996	ENSG00000259918	processed_pseudogene	-1
9	120824828	120854385	ENSG00000293514	lncRNA	1
16	47760780	47760921	ENSG00000260497	processed_pseudogene	-1
16	85697335	85697868	ENSG00000275393	lncRNA	-1
16	85699820	85711186	ENSG00000287125	lncRNA	1
16	85741621	85741700	ENSG00000283416	miRNA	-1
16	85743287	85744225	ENSG00000269898	lncRNA	1
16	85771758	85799608	ENSG00000131148	protein_coding	-1
3	121494110	121494908	ENSG00000242445	processed_pseudogene	1
3	121567949	121590622	ENSG00000186103	protein_coding	1
12	110533245	110583318	ENSG00000196850	protein_coding	-1
3	121593379	121630295	ENSG00000163833	protein_coding	1
9	93576584	93679587	ENSG00000197724	protein_coding	1
3	9249742	9257507	ENSG00000235830	lncRNA	1
3	9292588	9363303	ENSG00000254485	lncRNA	-1
12	110625645	110625917	ENSG00000263537	misc_RNA	-1
12	110627841	110704950	ENSG00000122986	protein_coding	-1
3	9348443	9349192	ENSG00000214041	processed_pseudogene	1
5	41868975	41880210	ENSG00000286164	lncRNA	1
3	9362971	9386791	ENSG00000134077	protein_coding	1
5	53206561	53207176	ENSG00000213940	processed_pseudogene	1
5	164448161	164467879	ENSG00000253236	lncRNA	-1
5	150475531	150485968	ENSG00000254333	lncRNA	-1
5	173757562	173773164	ENSG00000287003	lncRNA	1
5	130140031	130141950	ENSG00000248610	processed_pseudogene	1
5	54857272	54858491	ENSG00000226810	processed_pseudogene	1
16	85781775	85781899	ENSG00000252311	snRNA	-1
16	85784382	85787617	ENSG00000270184	lncRNA	1
5	180416949	180443240	ENSG00000250509	lncRNA	1
16	85792415	85792933	ENSG00000270159	lncRNA	1
5	155087430	155199252	ENSG00000287963	lncRNA	1
16	85798633	85807068	ENSG00000131143	protein_coding	1
5	180100795	180209211	ENSG00000146090	protein_coding	-1
17	74256896	74262020	ENSG00000264272	lncRNA	-1
17	74274234	74314884	ENSG00000171595	protein_coding	1
14	103334237	103335932	ENSG00000291313	protein_coding	1
14	24052009	24069729	ENSG00000186648	protein_coding	1
9	98943179	99070787	ENSG00000204291	protein_coding	1
6	90376124	90377039	ENSG00000289988	lncRNA	1
12	110719680	110742939	ENSG00000186298	protein_coding	-1
6	2245718	2525976	ENSG00000250903	lncRNA	1
8	11842524	11869533	ENSG00000164733	protein_coding	-1
3	9498361	9553822	ENSG00000156959	protein_coding	-1
16	85814425	85815062	ENSG00000270698	processed_pseudogene	-1
16	85815873	85816536	ENSG00000214259	processed_pseudogene	-1
16	85846309	85848138	ENSG00000286510	lncRNA	1
16	85859521	85862012	ENSG00000279907	TEC	1
3	9600748	9602728	ENSG00000235338	processed_pseudogene	1
16	85899116	85922606	ENSG00000140968	protein_coding	1
3	50329782	50340980	ENSG00000068028	protein_coding	-1
9	110190048	110208159	ENSG00000188959	protein_coding	-1
14	24195709	24196391	ENSG00000288820	lncRNA	1
17	74307210	74309790	ENSG00000266106	lncRNA	-1
14	105865829	105866216	ENSG00000289536	lncRNA	-1
14	105879976	105932642	ENSG00000226777	lncRNA	1
17	74326210	74355820	ENSG00000196169	protein_coding	1
9	110243810	110256507	ENSG00000136810	protein_coding	-1
5	4987789	5070314	ENSG00000215231	lncRNA	1
11	16974693	16975013	ENSG00000244398	processed_pseudogene	-1
11	17074388	17077715	ENSG00000110700	protein_coding	-1
14	105904497	105904527	ENSG00000211923	IG_D_gene	-1
14	105904681	105904711	ENSG00000211924	IG_D_gene	-1
14	105904997	105905491	ENSG00000288730	lncRNA	-1
14	105969729	105972269	ENSG00000290844	lncRNA	-1
14	20437701	20443812	ENSG00000291038	lncRNA	1
9	110303476	110337891	ENSG00000204193	protein_coding	-1
14	58633967	58648321	ENSG00000165617	protein_coding	1
5	179939457	179940132	ENSG00000249876	processed_pseudogene	-1
5	178895898	178933212	ENSG00000198939	protein_coding	1
16	85918347	85918416	ENSG00000274134	miRNA	1
16	85924984	85948824	ENSG00000285163	lncRNA	1
12	110744549	110746206	ENSG00000279925	TEC	1
12	110831779	110845963	ENSG00000257268	lncRNA	1
16	85935276	85936223	ENSG00000268804	lncRNA	-1
12	110841538	110842387	ENSG00000241286	processed_pseudogene	-1
16	85963328	85985386	ENSG00000285040	lncRNA	-1
16	85981750	85984881	ENSG00000269667	lncRNA	1
16	85986764	85995899	ENSG00000285012	lncRNA	-1
16	86035627	86036419	ENSG00000279604	TEC	1
11	17074654	17074744	ENSG00000272034	snoRNA	-1
16	86081409	86089526	ENSG00000261177	lncRNA	-1
11	17075779	17075868	ENSG00000201403	snoRNA	-1
11	17115652	17115763	ENSG00000201586	snRNA	-1
16	86158206	86158798	ENSG00000268078	lncRNA	-1
11	17137976	17138265	ENSG00000240808	processed_pseudogene	-1
16	86192793	86198913	ENSG00000268505	lncRNA	-1
2	96642737	96704887	ENSG00000249715	protein_coding	1
11	17077730	17207986	ENSG00000011405	protein_coding	-1
16	86195954	86199937	ENSG00000269186	lncRNA	1
12	110614027	110663431	ENSG00000204852	protein_coding	1
16	28984826	28990784	ENSG00000213658	protein_coding	1
5	9511333	9518086	ENSG00000251370	lncRNA	1
6	14660285	15090170	ENSG00000234261	lncRNA	-1
14	101560139	101563452	ENSG00000197406	protein_coding	1
9	110369592	110369698	ENSG00000206658	snRNA	-1
9	6007826	6007904	ENSG00000263575	miRNA	1
5	147887112	147887704	ENSG00000251320	lncRNA	1
9	6011025	6015625	ENSG00000137040	protein_coding	-1
5	73778039	73786491	ENSG00000249293	lncRNA	-1
14	96592399	96605976	ENSG00000258702	lncRNA	1
5	130529419	130529889	ENSG00000249312	processed_pseudogene	1
5	164601002	164601452	ENSG00000253600	processed_pseudogene	-1
5	39718984	39721513	ENSG00000250492	processed_pseudogene	-1
17	74356416	74361868	ENSG00000204347	protein_coding	-1
5	139448560	139462743	ENSG00000249751	protein_coding	-1
6	106705328	106788148	ENSG00000235142	lncRNA	-1
9	6047360	6066714	ENSG00000228739	lncRNA	1
9	122628125	122657627	ENSG00000280094	protein_coding	-1
9	130713626	130713724	ENSG00000288570	protein_coding	1
8	12043506	12049625	ENSG00000254700	unprocessed_pseudogene	-1
17	74417594	74417704	ENSG00000200021	rRNA_pseudogene	-1
8	12064389	12071747	ENSG00000233050	protein_coding	-1
17	21773754	21783465	ENSG00000283566	unprocessed_pseudogene	-1
17	22056587	22056755	ENSG00000265233	processed_pseudogene	-1
17	22061961	22070538	ENSG00000265019	unprocessed_pseudogene	-1
9	127579370	127696027	ENSG00000136854	protein_coding	1
8	12182096	12194133	ENSG00000186523	protein_coding	-1
17	22221221	22221605	ENSG00000263725	processed_pseudogene	1
1	8318114	8344167	ENSG00000162426	protein_coding	1
17	22233926	22266392	ENSG00000263609	lncRNA	-1
17	22266395	22288301	ENSG00000264956	lncRNA	1
14	96797304	96954846	ENSG00000100749	protein_coding	1
5	160347754	160370641	ENSG00000145861	protein_coding	-1
17	22277867	22279289	ENSG00000266691	processed_pseudogene	-1
17	22298691	22299893	ENSG00000178130	lncRNA	1
17	22331597	22332410	ENSG00000266806	unprocessed_pseudogene	1
17	78897264	78900152	ENSG00000279339	TEC	1
17	78903263	78905024	ENSG00000267491	lncRNA	1
1	20664014	20718017	ENSG00000117245	protein_coding	-1
3	183178041	183428778	ENSG00000053524	protein_coding	-1
5	5069192	5078311	ENSG00000250529	lncRNA	-1
2	96705929	96740064	ENSG00000114988	protein_coding	-1
17	78971238	78979947	ENSG00000108679	protein_coding	-1
5	154190730	154420984	ENSG00000164574	protein_coding	1
11	64230278	64234286	ENSG00000110011	protein_coding	1
6	119349886	119689173	ENSG00000287100	lncRNA	1
6	23344699	23584313	ENSG00000289368	lncRNA	-1
6	76774966	77097788	ENSG00000271945	lncRNA	1
6	13614101	13615190	ENSG00000261071	lncRNA	-1
6	117658838	117675332	ENSG00000289372	lncRNA	-1
6	104941624	104942172	ENSG00000290011	lncRNA	1
6	96199840	96521728	ENSG00000233797	lncRNA	-1
6	154510770	154522307	ENSG00000287260	lncRNA	1
6	28335662	28335828	ENSG00000289467	lncRNA	1
6	6692741	6801186	ENSG00000226281	lncRNA	-1
14	97180522	97219421	ENSG00000285584	lncRNA	1
6	6710477	6713976	ENSG00000287497	lncRNA	1
5	54878238	54878588	ENSG00000249843	processed_pseudogene	1
6	5031756	5054423	ENSG00000271978	lncRNA	-1
5	5046796	5049497	ENSG00000251426	lncRNA	-1
6	42980542	42984303	ENSG00000290049	lncRNA	-1
2	96760902	96811874	ENSG00000158158	protein_coding	1
5	8619178	8620310	ENSG00000248765	processed_pseudogene	1
6	128520728	128521180	ENSG00000289190	lncRNA	1
6	134520163	134689399	ENSG00000232310	lncRNA	-1
5	29105568	29106861	ENSG00000270430	processed_pseudogene	-1
5	73173193	73175143	ENSG00000164325	protein_coding	1
14	105489855	105499575	ENSG00000185347	protein_coding	1
11	57703710	57712221	ENSG00000156603	protein_coding	-1
5	179933805	179934196	ENSG00000242979	processed_pseudogene	-1
5	2184710	2184820	ENSG00000201026	misc_RNA	1
8	138130023	138497261	ENSG00000147724	protein_coding	-1
5	5126046	5126337	ENSG00000223007	misc_RNA	1
5	8460925	8460999	ENSG00000284000	miRNA	1
5	7980146	7980304	ENSG00000199773	snRNA	1
5	7239781	7240018	ENSG00000237611	misc_RNA	1
5	9548836	9548905	ENSG00000239112	snoRNA	1
5	9760907	9761013	ENSG00000222054	rRNA_pseudogene	1
5	7047227	7047336	ENSG00000212258	rRNA_pseudogene	1
6	139976352	140093724	ENSG00000236013	lncRNA	1
5	9053816	9053895	ENSG00000266415	miRNA	-1
5	15935182	15935260	ENSG00000216077	miRNA	1
5	12297399	12297504	ENSG00000212305	snRNA	-1
5	17345616	17345955	ENSG00000201715	misc_RNA	1
5	15110786	15110920	ENSG00000202269	snoRNA	-1
5	16853994	16854114	ENSG00000253093	rRNA_pseudogene	1
5	16033229	16033356	ENSG00000222312	rRNA_pseudogene	-1
5	16941843	16941951	ENSG00000201436	snRNA	-1
5	18958147	18958413	ENSG00000276764	misc_RNA	-1
5	18547312	18547605	ENSG00000241552	misc_RNA	1
5	17156971	17157071	ENSG00000251990	rRNA_pseudogene	-1
5	17240611	17240715	ENSG00000252908	snRNA	1
5	18236123	18236196	ENSG00000212278	snoRNA	1
2	96798278	96798353	ENSG00000264157	miRNA	1
5	17117576	17117686	ENSG00000206814	misc_RNA	-1
2	96812239	96813657	ENSG00000273265	lncRNA	-1
5	24449351	24449615	ENSG00000277455	misc_RNA	-1
5	23972188	23972294	ENSG00000252083	snoRNA	-1
5	23994502	23994603	ENSG00000200600	misc_RNA	-1
2	96816245	96835382	ENSG00000168763	protein_coding	1
5	26012889	26013025	ENSG00000222560	snRNA	1
5	23299155	23299262	ENSG00000206912	misc_RNA	1
5	25701217	25701324	ENSG00000201016	snRNA	-1
5	24910594	24910695	ENSG00000199911	misc_RNA	1
11	118510273	118531094	ENSG00000255435	lncRNA	-1
6	100881450	100882993	ENSG00000260000	lncRNA	1
5	29948828	29949130	ENSG00000223136	misc_RNA	1
5	29070496	29070610	ENSG00000252601	snoRNA	1
5	32234766	32234875	ENSG00000199731	snRNA	-1
5	32309662	32309768	ENSG00000207052	snRNA	1
6	28335995	28337030	ENSG00000290051	lncRNA	1
5	32394378	32394475	ENSG00000207956	miRNA	-1
5	24811481	24811548	ENSG00000223004	snoRNA	1
6	167822103	167826833	ENSG00000198221	lncRNA	-1
5	32134738	32134834	ENSG00000200065	misc_RNA	1
5	31820564	31820638	ENSG00000252373	snRNA	-1
5	31832439	31832535	ENSG00000251887	snRNA	1
5	31936102	31936159	ENSG00000266243	miRNA	-1
5	28624657	28624763	ENSG00000252867	snRNA	1
5	37619985	37620088	ENSG00000222743	snRNA	-1
5	37700331	37700437	ENSG00000206743	snRNA	-1
5	35429064	35429277	ENSG00000201368	snoRNA	1
11	118527472	118531197	ENSG00000172425	protein_coding	1
5	38557502	38557561	ENSG00000265304	miRNA	-1
5	35632963	35633024	ENSG00000238441	snRNA	-1
5	40654963	40655094	ENSG00000199552	snoRNA	1
5	40269558	40269719	ENSG00000199361	snRNA	1
5	51055353	51055459	ENSG00000207060	snRNA	-1
5	51167541	51167647	ENSG00000206606	snRNA	-1
6	27757416	27763269	ENSG00000287252	lncRNA	1
5	41963868	41963969	ENSG00000199487	misc_RNA	-1
1	193012250	193060080	ENSG00000116750	protein_coding	-1
5	44716193	44716486	ENSG00000263556	misc_RNA	1
5	53912020	53912123	ENSG00000222960	snRNA	-1
5	53951504	53951599	ENSG00000207627	miRNA	-1
5	54048007	54048308	ENSG00000241230	misc_RNA	-1
17	78991716	79009867	ENSG00000171302	protein_coding	-1
5	54075518	54075583	ENSG00000265421	miRNA	-1
5	44066624	44066731	ENSG00000212561	snRNA	-1
5	56260333	56260446	ENSG00000212265	rRNA_pseudogene	-1
6	35764401	35764503	ENSG00000288747	lncRNA	-1
5	51886688	51886769	ENSG00000251873	rRNA_pseudogene	1
6	152983331	152991322	ENSG00000227627	lncRNA	1
5	56297564	56297689	ENSG00000210678	snRNA	-1
5	55040847	55040945	ENSG00000207229	misc_RNA	1
5	55170532	55170622	ENSG00000198983	miRNA	-1
5	55170646	55170742	ENSG00000207728	miRNA	-1
5	55172262	55172353	ENSG00000251856	miRNA	-1
5	57169108	57169209	ENSG00000207293	misc_RNA	-1
5	56125671	56125770	ENSG00000253032	snRNA	1
5	56146739	56146846	ENSG00000223003	rRNA_pseudogene	-1
6	121619478	121625953	ENSG00000290064	lncRNA	-1
5	55508850	55508926	ENSG00000265135	miRNA	-1
5	65123369	65123474	ENSG00000207439	misc_RNA	1
11	118531041	118547280	ENSG00000149582	protein_coding	1
6	5451683	5458075	ENSG00000269985	lncRNA	-1
5	64539504	64539792	ENSG00000242547	misc_RNA	1
5	64573569	64573670	ENSG00000201869	snRNA	1
5	65604661	65604761	ENSG00000207352	snRNA	-1
5	61664145	61664239	ENSG00000212215	snRNA	-1
5	72169467	72169540	ENSG00000264099	miRNA	1
6	136784045	136786402	ENSG00000286646	lncRNA	1
5	73828012	73828073	ENSG00000238913	snRNA	-1
5	74317986	74318285	ENSG00000244326	misc_RNA	1
6	43990798	43999561	ENSG00000289609	lncRNA	1
5	80306235	80306368	ENSG00000251828	snoRNA	-1
5	83803554	83803685	ENSG00000202157	snRNA	1
6	111483459	111598783	ENSG00000231889	lncRNA	1
5	82078427	82078724	ENSG00000265684	misc_RNA	1
5	83685866	83686018	ENSG00000253073	misc_RNA	1
5	83703448	83703543	ENSG00000206744	snRNA	1
16	3242027	3256633	ENSG00000103313	protein_coding	-1
5	83064204	83064337	ENSG00000238835	snoRNA	-1
5	90016621	90016720	ENSG00000264342	miRNA	-1
5	87102603	87102846	ENSG00000251951	misc_RNA	-1
5	87114879	87114954	ENSG00000265919	miRNA	-1
5	84196883	84196989	ENSG00000252861	snRNA	1
5	86663144	86663250	ENSG00000207013	snRNA	-1
5	79170234	79170335	ENSG00000201955	misc_RNA	-1
5	82840155	82840224	ENSG00000283359	miRNA	1
5	79220942	79221073	ENSG00000206592	snoRNA	1
5	80365726	80365832	ENSG00000206774	snRNA	-1
5	86620497	86620575	ENSG00000284078	miRNA	1
5	88274258	88274376	ENSG00000207129	rRNA_pseudogene	-1
5	88382772	88382907	ENSG00000206958	snoRNA	1
5	91844022	91844116	ENSG00000276426	misc_RNA	-1
5	101581830	101582128	ENSG00000277506	misc_RNA	1
2	96824526	96857934	ENSG00000163126	protein_coding	-1
5	100816482	100816565	ENSG00000221263	miRNA	-1
5	100153672	100153779	ENSG00000207077	snRNA	1
5	91314716	91314997	ENSG00000277001	misc_RNA	-1
5	100733058	100733386	ENSG00000207269	misc_RNA	1
5	100021804	100021906	ENSG00000199378	misc_RNA	1
5	102302504	102302810	ENSG00000222987	misc_RNA	1
5	91270727	91270867	ENSG00000199643	snRNA	1
5	108891437	108891546	ENSG00000207404	misc_RNA	1
5	96079138	96079212	ENSG00000207578	miRNA	1
5	96210121	96210227	ENSG00000206997	snRNA	-1
19	36009120	36014239	ENSG00000239382	protein_coding	-1
5	109014834	109014940	ENSG00000206593	snRNA	-1
5	109699500	109699834	ENSG00000202512	misc_RNA	-1
5	111719769	111720061	ENSG00000253057	misc_RNA	-1
5	102131007	102131135	ENSG00000199786	rRNA_pseudogene	-1
5	104098874	104099038	ENSG00000201910	snRNA	1
5	104260531	104260826	ENSG00000239808	misc_RNA	-1
5	104780288	104780389	ENSG00000252881	snRNA	-1
5	116188455	116188552	ENSG00000212457	snRNA	-1
6	24936045	24950493	ENSG00000288887	lncRNA	1
5	118974586	118974670	ENSG00000283498	miRNA	1
5	123070782	123071080	ENSG00000276047	misc_RNA	1
5	119306343	119306631	ENSG00000243333	misc_RNA	-1
6	63805797	63822699	ENSG00000236345	lncRNA	1
5	110513829	110513915	ENSG00000221436	miRNA	-1
5	112161485	112161617	ENSG00000238363	snoRNA	1
5	126755316	126755417	ENSG00000252185	snRNA	-1
6	28476650	28489505	ENSG00000287804	lncRNA	-1
5	110684794	110684927	ENSG00000207177	snoRNA	-1
5	119007571	119007668	ENSG00000223179	snRNA	1
5	119138859	119138965	ENSG00000206786	snRNA	1
6	4341751	4347162	ENSG00000231811	lncRNA	-1
5	119154637	119154716	ENSG00000264536	miRNA	1
5	125350868	125351131	ENSG00000222107	misc_RNA	-1
5	130386621	130386680	ENSG00000252514	snRNA	-1
5	120337549	120337653	ENSG00000251975	snRNA	-1
5	105922994	105923108	ENSG00000201790	rRNA_pseudogene	-1
3	50287732	50292918	ENSG00000214706	protein_coding	-1
5	129397062	129397147	ENSG00000265691	miRNA	-1
5	123022487	123022783	ENSG00000263432	misc_RNA	-1
5	126553302	126553402	ENSG00000202082	snRNA	-1
6	68627879	68635169	ENSG00000230910	lncRNA	-1
5	120710698	120710840	ENSG00000222609	snRNA	-1
5	129974891	129975001	ENSG00000221562	snRNA	1
8	134477788	134713049	ENSG00000066827	protein_coding	-1
5	130114409	130114510	ENSG00000199455	rRNA_pseudogene	1
5	131440031	131440196	ENSG00000275939	misc_RNA	-1
5	106546665	106546803	ENSG00000252337	snoRNA	1
5	132993099	132993200	ENSG00000199677	misc_RNA	-1
5	139717985	139718090	ENSG00000200756	snRNA	-1
5	118758211	118758274	ENSG00000238904	snRNA	1
5	143679860	143679971	ENSG00000266478	miRNA	1
5	144140879	144141166	ENSG00000239390	misc_RNA	1
5	144535354	144535670	ENSG00000201423	misc_RNA	-1
5	143542514	143542587	ENSG00000253023	snRNA	-1
5	149695748	149695959	ENSG00000221043	snoRNA	-1
5	142317830	142317920	ENSG00000277968	misc_RNA	1
5	142318047	142318167	ENSG00000274721	misc_RNA	1
5	149606637	149606741	ENSG00000222213	snRNA	-1
5	157579497	157579599	ENSG00000252068	snRNA	1
5	154349428	154349725	ENSG00000241963	misc_RNA	1
17	79022814	79049788	ENSG00000173918	protein_coding	1
5	149732825	149732890	ENSG00000199047	miRNA	1
5	160474402	160474483	ENSG00000265237	miRNA	1
5	160485352	160485450	ENSG00000283733	miRNA	1
5	139012329	139012441	ENSG00000201532	rRNA	1
5	162477891	162477993	ENSG00000201474	snRNA	1
6	36639545	36639672	ENSG00000238554	snRNA	-1
5	157809098	157809204	ENSG00000206819	snRNA	1
6	36672838	36672944	ENSG00000251864	misc_RNA	1
5	149722070	149722372	ENSG00000242928	misc_RNA	1
6	36673621	36675126	ENSG00000281450	lncRNA	-1
5	154347106	154347247	ENSG00000221430	miRNA	1
6	36673817	36675270	ENSG00000213500	processed_pseudogene	1
5	132945342	132945454	ENSG00000202417	misc_RNA	1
6	36841430	36844427	ENSG00000287891	lncRNA	-1
5	165609441	165609679	ENSG00000252794	misc_RNA	1
5	172252334	172252478	ENSG00000212529	snoRNA	-1
5	157976766	157976956	ENSG00000222626	snRNA	-1
5	173362134	173362240	ENSG00000199219	snRNA	-1
5	173292517	173292619	ENSG00000252169	rRNA_pseudogene	-1
5	174751734	174751787	ENSG00000266890	miRNA	1
6	36740775	36839444	ENSG00000124772	protein_coding	-1
2	96836611	96858016	ENSG00000213337	protein_coding	-1
5	173254190	173254290	ENSG00000201277	misc_RNA	-1
5	164935162	164935268	ENSG00000206845	snRNA	-1
5	173347455	173347536	ENSG00000274994	miRNA	1
5	163796065	163796165	ENSG00000251998	snRNA	-1
5	172662165	172662263	ENSG00000265160	miRNA	1
5	180729586	180729737	ENSG00000199892	snRNA	1
5	181043403	181043484	ENSG00000277912	miRNA	-1
5	180444509	180444612	ENSG00000200555	snRNA	1
5	180909838	180909927	ENSG00000222852	misc_RNA	1
5	180015303	180015397	ENSG00000198995	miRNA	-1
5	181007281	181007384	ENSG00000206686	snRNA	1
5	177379235	177398848	ENSG00000131183	protein_coding	1
2	96859718	96870757	ENSG00000168758	protein_coding	-1
17	79074824	79088599	ENSG00000167280	protein_coding	1
6	149112009	149112672	ENSG00000219487	processed_pseudogene	-1
6	149140235	149161931	ENSG00000289359	lncRNA	1
6	149217926	149245554	ENSG00000228408	lncRNA	1
3	152243828	152465780	ENSG00000152601	protein_coding	1
6	149243299	149257551	ENSG00000225924	lncRNA	-1
5	177400109	177400661	ENSG00000196570	protein_coding	-1
6	149246095	149255415	ENSG00000283608	lncRNA	1
6	149291352	149291646	ENSG00000241391	misc_RNA	1
6	149304107	149304428	ENSG00000216265	processed_pseudogene	-1
6	149400262	149401278	ENSG00000177688	protein_coding	1
6	149446795	149485014	ENSG00000178199	protein_coding	-1
19	11505929	11529172	ENSG00000130159	protein_coding	-1
5	177403204	177442901	ENSG00000198055	protein_coding	1
17	79089345	79611051	ENSG00000167281	protein_coding	-1
6	149491567	149492289	ENSG00000219553	processed_pseudogene	-1
6	149497715	149498326	ENSG00000289045	lncRNA	-1
6	149516956	149517017	ENSG00000252244	snRNA	1
6	149218641	149411613	ENSG00000055208	protein_coding	1
2	96912549	96917272	ENSG00000286654	lncRNA	1
2	96938923	96939203	ENSG00000274206	misc_RNA	1
2	237728569	237731131	ENSG00000286864	lncRNA	-1
14	21667886	21673818	ENSG00000276240	protein_coding	-1
2	237858893	237912106	ENSG00000132329	protein_coding	1
10	11611305	11612227	ENSG00000271360	lncRNA	1
6	127288712	127343609	ENSG00000093144	protein_coding	-1
